id,nombre
1,Ley Del Ramo Penal
3,Ley Contra La Narcoactividad
4,Ley De Equipo Terminales Moviles
5,Ley Contra La Delincuencia Organizada
6,Ley De Armas Y Municiones
7,Ley Contra El Lavado De Dinero U Otros Activos
10,Otros
999,Ignorado
