id,men_may,fecha,id_departamento,id_sexo,id_nacionalidad,id_involucramiento,id_delito,id_capitulo,id_tipo_fallo,id_titulo,id_tipo_ley
1,True,2023-01-01,12,1,1,8,0,0,1,0,0
2,True,2023-01-01,23,1,1,8,0,0,1,0,0
3,True,2023-01-01,23,1,1,8,0,0,3,0,0
4,True,2023-01-01,12,1,1,8,0,0,1,0,0
5,True,2023-01-01,23,1,1,8,0,0,1,0,0
6,True,2023-01-01,23,1,99,8,0,0,3,0,0
7,True,2023-01-01,23,1,1,8,0,0,1,0,0
8,True,2023-01-01,23,1,1,8,0,0,1,0,0
9,True,2023-01-01,12,1,1,8,19,6,3,3,1
10,True,2023-01-01,12,1,1,8,5,1,1,0,1
11,True,2023-01-01,12,1,1,8,0,0,1,0,0
12,True,2023-01-01,20,1,1,8,5,1,3,0,1
13,True,2023-01-01,20,2,1,8,82,15,3,3,1
14,True,2023-01-01,20,2,1,8,82,15,3,3,1
15,True,2023-01-01,12,1,1,8,,3,1,0,1
16,True,2023-01-01,20,1,1,8,,0,3,0,6
17,True,2023-01-01,20,1,1,8,56,12,3,0,4
18,True,2023-01-01,20,2,1,8,82,15,3,3,1
19,True,2023-01-01,20,2,1,8,82,15,3,3,1
20,True,2023-01-01,20,1,1,8,90,0,3,0,6
21,True,2023-01-01,20,1,1,8,19,6,3,3,1
22,True,2023-01-01,20,1,1,8,82,15,3,3,1
23,True,2023-01-01,20,1,1,8,0,0,3,0,0
24,True,2023-01-01,20,2,1,8,82,15,3,3,1
25,True,2023-01-01,20,1,1,8,82,15,3,3,1
26,True,2023-01-01,20,1,1,8,1,1,3,0,1
27,True,2023-01-01,20,1,1,8,0,0,1,0,0
28,True,2023-01-01,20,1,1,8,7,2,3,0,1
29,True,2023-01-01,12,1,1,8,19,6,3,3,1
30,True,2023-01-01,20,1,1,8,17,5,3,3,1
31,True,2023-01-01,20,1,1,8,56,12,3,0,4
32,True,2023-01-01,20,2,1,8,82,15,3,3,1
33,True,2023-01-01,16,1,1,8,0,0,3,0,0
34,True,2023-01-01,16,1,1,8,0,0,3,0,0
35,True,2023-01-01,16,1,1,8,0,0,3,0,0
36,True,2023-01-01,16,1,1,8,0,0,3,0,0
37,True,2023-01-01,16,1,1,8,0,0,3,0,0
38,True,2023-01-01,16,1,1,8,0,0,3,0,0
39,True,2023-01-01,16,1,1,8,0,0,3,0,0
40,True,2023-01-01,16,1,1,8,0,0,3,0,0
41,True,2023-01-01,16,1,1,8,0,0,3,0,0
42,True,2023-01-01,16,1,1,8,0,0,3,0,0
43,True,2023-01-01,5,1,1,8,,0,3,0,6
44,True,2023-01-01,7,1,1,8,47,11,3,0,3
45,True,2023-01-01,12,1,1,8,0,0,1,0,0
46,True,2023-01-01,7,1,1,8,0,0,1,0,0
47,True,2023-01-01,7,1,1,8,0,0,3,0,0
48,True,2023-01-01,7,1,1,8,51,11,3,0,3
49,True,2023-01-01,12,1,1,8,,3,1,0,1
50,True,2023-01-01,7,1,1,8,0,0,3,0,0
51,True,2023-01-01,7,1,1,8,15,4,1,0,1
52,True,2023-01-01,7,1,1,8,47,11,3,0,3
53,True,2023-01-01,12,2,1,8,0,0,3,0,0
54,True,2023-01-01,7,1,1,8,89,23,3,0,7
55,True,2023-01-01,7,1,1,8,1,1,3,0,1
56,True,2023-01-01,7,1,1,8,0,0,3,0,0
57,True,2023-01-01,19,1,1,8,19,6,3,3,1
58,True,2023-01-01,19,1,1,8,19,6,3,3,1
59,True,2023-01-01,19,1,1,8,18,6,3,3,1
60,True,2023-01-01,19,1,1,8,18,6,3,3,1
61,True,2023-01-01,9,2,1,8,48,11,3,0,3
62,True,2023-01-01,9,1,1,8,1,1,3,0,1
63,True,2023-01-01,9,1,1,8,,3,1,0,1
64,True,2023-01-01,9,1,1,8,1,1,3,0,1
65,True,2023-01-01,9,1,1,8,,0,3,0,6
66,True,2023-01-01,9,2,1,8,48,11,3,0,3
67,True,2023-01-01,9,1,1,8,,0,3,0,6
68,True,2023-01-01,9,1,1,8,,3,1,0,1
69,True,2023-01-01,9,1,1,8,1,1,3,0,1
70,True,2023-01-01,9,1,1,8,5,1,1,0,1
71,True,2023-01-01,9,1,1,8,,0,3,0,6
72,True,2023-01-01,9,1,1,8,1,1,3,0,1
73,True,2023-01-01,9,1,1,8,,3,3,0,1
74,True,2023-01-01,9,1,1,8,,3,1,0,1
75,True,2023-01-01,9,1,1,8,85,17,3,4,1
76,True,2023-01-01,8,1,99,8,56,12,3,0,4
77,True,2023-01-01,8,1,99,8,47,11,3,0,3
78,True,2023-01-01,8,1,99,8,19,6,3,3,1
79,True,2023-01-01,8,1,99,8,,0,3,0,6
80,True,2023-01-01,8,1,99,8,85,17,3,4,1
81,True,2023-01-01,8,1,99,8,57,12,3,0,4
82,True,2023-01-01,8,1,99,8,19,6,3,3,1
83,True,2023-01-01,8,1,99,8,90,0,3,0,6
84,True,2023-01-01,8,1,99,8,19,6,3,3,1
85,True,2023-01-01,8,1,99,8,56,12,3,0,4
86,True,2023-01-01,8,1,99,8,47,11,3,0,3
87,True,2023-01-01,8,2,1,8,18,6,3,3,1
88,True,2023-01-01,12,1,1,8,0,0,3,0,0
89,True,2023-01-01,8,1,99,8,18,6,3,3,1
90,True,2023-01-01,3,1,1,8,1,1,1,0,1
91,True,2023-01-01,3,1,1,8,19,6,1,3,1
92,True,2023-01-01,3,1,1,8,19,6,1,3,1
93,True,2023-01-01,3,1,1,8,1,1,1,0,1
94,True,2023-01-01,4,1,1,8,0,0,3,0,0
95,True,2023-01-01,4,1,1,8,0,0,3,0,0
96,True,2023-01-01,4,1,1,8,0,0,3,0,0
97,True,2023-01-01,4,1,1,8,0,0,3,0,0
98,True,2023-01-01,4,1,1,8,0,0,3,0,0
99,True,2023-01-01,4,1,1,8,0,0,3,0,0
100,True,2023-01-01,4,1,1,8,0,0,3,0,0
101,True,2023-01-01,4,1,1,8,0,0,3,0,0
102,True,2023-01-01,4,1,1,8,0,0,3,0,0
103,True,2023-01-01,4,1,1,8,0,0,3,0,0
104,True,2023-01-01,4,1,1,8,,3,3,0,1
105,True,2023-01-01,4,1,1,8,84,14,3,0,1
106,True,2023-01-01,4,1,1,8,0,0,3,0,0
107,True,2023-01-01,4,1,1,8,0,0,3,0,0
108,True,2023-01-01,4,1,1,8,84,14,3,0,1
109,True,2023-01-01,4,1,1,8,0,0,3,0,0
110,True,2023-01-01,22,1,1,8,0,0,1,0,0
111,True,2023-01-01,22,1,1,8,0,0,3,0,0
112,True,2023-01-01,22,1,1,8,0,0,1,0,0
113,True,2023-01-01,22,1,1,8,1,1,1,0,1
114,True,2023-01-01,12,1,1,8,0,0,3,0,0
115,True,2023-01-01,18,1,1,8,1,1,3,0,1
116,True,2023-01-01,18,1,1,8,1,1,3,0,1
117,True,2023-01-01,18,1,1,8,1,1,1,0,1
118,True,2023-01-01,18,1,1,8,1,1,1,0,1
119,True,2023-01-01,18,1,1,8,1,1,1,0,1
120,True,2023-01-01,18,1,1,8,1,1,3,0,1
121,True,2023-01-01,18,1,1,8,1,1,3,0,1
122,True,2023-01-01,8,1,99,8,56,12,3,0,4
123,True,2023-01-01,14,1,1,8,0,0,3,0,0
124,True,2023-01-01,14,1,1,8,0,0,3,0,0
125,True,2023-01-01,10,1,1,8,0,0,1,0,0
126,True,2023-01-01,10,1,1,8,0,0,1,0,0
127,True,2023-01-01,10,1,1,8,0,0,1,0,0
128,True,2023-01-01,1,1,1,8,0,0,3,0,0
129,True,2023-01-01,1,2,99,8,48,11,1,0,3
130,True,2023-01-01,1,2,1,8,70,13,3,0,5
131,True,2023-01-01,1,1,99,8,0,0,3,0,0
132,True,2023-01-01,1,2,1,8,70,13,3,0,5
133,True,2023-01-01,12,1,1,8,1,1,1,0,1
134,True,2023-01-01,1,2,1,8,70,13,3,0,5
135,True,2023-01-01,12,1,1,8,0,0,1,0,0
136,True,2023-01-01,1,2,1,8,70,13,3,0,5
137,True,2023-01-01,12,1,1,8,0,0,3,0,0
138,True,2023-01-01,1,2,99,8,48,11,3,0,3
139,True,2023-01-01,1,2,99,8,0,0,3,0,0
140,True,2023-01-01,1,2,1,8,77,13,3,0,5
141,True,2023-01-01,1,1,1,8,0,0,1,0,0
142,True,2023-01-01,1,2,1,8,70,13,3,0,5
143,True,2023-01-01,1,1,1,8,69,13,3,0,5
144,True,2023-01-01,1,1,1,8,0,0,1,0,0
145,True,2023-01-01,1,1,99,8,0,0,3,0,0
146,True,2023-01-01,1,2,99,8,0,0,1,0,0
147,True,2023-01-01,1,2,1,8,70,13,3,0,5
148,True,2023-01-01,1,2,1,8,77,13,3,0,5
149,True,2023-01-01,1,1,1,8,0,0,3,0,0
150,True,2023-01-01,1,1,4,8,70,13,3,0,5
151,True,2023-01-01,8,1,99,8,56,12,3,0,4
152,True,2023-01-01,1,1,1,8,0,0,3,0,0
153,True,2023-01-01,1,1,1,8,82,15,3,3,1
154,True,2023-01-01,1,2,99,8,77,13,3,0,5
155,True,2023-01-01,1,1,1,8,0,0,3,0,0
156,True,2023-01-01,1,2,1,8,77,13,3,0,5
157,True,2023-01-01,1,2,1,8,70,13,3,0,5
158,True,2023-01-01,1,1,1,8,70,13,3,0,5
159,True,2023-01-01,8,1,99,8,18,6,3,3,1
160,True,2023-01-01,1,1,1,8,87,0,3,0,6
161,True,2023-01-01,1,2,1,8,77,13,3,0,5
162,True,2023-01-01,1,2,99,8,70,13,3,0,5
163,True,2023-01-01,1,2,1,8,85,17,3,4,1
164,True,2023-01-01,1,2,1,8,85,17,3,4,1
165,True,2023-02-01,21,2,1,8,82,15,3,3,1
166,True,2023-02-01,21,2,1,8,82,15,3,3,1
167,True,2023-02-01,21,2,1,8,82,15,3,3,1
168,True,2023-02-01,21,1,1,8,82,15,3,3,1
169,True,2023-02-01,21,1,1,8,82,15,3,3,1
170,True,2023-02-01,21,1,1,8,82,15,3,3,1
171,True,2023-02-01,21,2,1,8,82,15,3,3,1
172,True,2023-02-01,21,1,1,8,82,15,3,3,1
173,True,2023-02-01,21,1,1,8,82,15,3,3,1
174,True,2023-02-01,21,1,1,8,82,15,3,3,1
175,True,2023-02-01,21,2,1,8,82,15,3,3,1
176,True,2023-02-01,21,1,1,8,82,15,3,3,1
177,True,2023-02-01,21,2,1,8,82,15,3,3,1
178,True,2023-02-01,21,2,1,8,82,15,3,3,1
179,True,2023-02-01,21,2,1,8,82,15,3,3,1
180,True,2023-02-01,21,1,1,8,82,15,3,3,1
181,True,2023-02-01,21,2,1,8,82,15,3,3,1
182,True,2023-02-01,11,1,1,8,0,0,3,0,0
183,True,2023-02-01,11,1,1,8,0,0,3,0,0
184,True,2023-02-01,12,1,1,8,0,0,1,0,0
185,True,2023-02-01,11,1,1,8,0,0,3,0,0
186,True,2023-02-01,12,1,1,8,0,0,1,0,0
187,True,2023-02-01,23,1,1,8,,3,3,0,1
188,True,2023-02-01,23,1,1,8,7,2,3,0,1
189,True,2023-02-01,23,1,1,8,0,0,3,0,0
190,True,2023-02-01,23,2,1,8,48,11,3,0,3
191,True,2023-02-01,23,2,1,8,15,4,3,0,1
192,True,2023-02-01,23,1,1,8,0,0,3,0,0
193,True,2023-02-01,23,1,1,8,85,17,3,4,1
194,True,2023-02-01,23,1,1,8,15,4,3,0,1
195,True,2023-02-01,23,2,1,8,53,11,3,0,3
196,True,2023-02-01,23,1,1,8,0,0,1,0,0
197,True,2023-02-01,23,1,1,8,0,0,1,0,0
198,True,2023-02-01,23,2,1,8,7,2,3,0,1
199,True,2023-02-01,23,1,1,8,0,0,3,0,0
200,True,2023-02-01,23,1,1,8,0,0,1,0,0
201,True,2023-02-01,23,2,1,8,85,17,3,4,1
202,True,2023-02-01,12,1,1,8,0,0,3,0,0
203,True,2023-02-01,12,1,1,8,0,0,1,0,0
204,True,2023-02-01,12,1,1,8,,0,1,0,6
205,True,2023-02-01,17,1,1,8,85,17,3,4,1
206,True,2023-02-01,20,1,1,8,117,0,3,0,6
207,True,2023-02-01,20,1,1,8,,0,3,0,6
208,True,2023-02-01,12,1,1,8,0,0,3,0,0
209,True,2023-02-01,20,1,1,8,85,17,3,4,1
210,True,2023-02-01,20,1,1,8,,0,3,0,6
211,True,2023-02-01,20,1,1,8,0,0,3,0,0
212,True,2023-02-01,20,1,1,8,85,17,3,4,1
213,True,2023-02-01,20,1,1,8,0,0,1,0,0
214,True,2023-02-01,20,1,1,8,0,0,3,0,0
215,True,2023-02-01,20,1,1,8,82,15,3,3,1
216,True,2023-02-01,12,1,1,8,0,0,3,0,0
217,True,2023-02-01,20,1,1,8,,0,3,0,6
218,True,2023-02-01,12,1,1,8,0,0,3,0,0
219,True,2023-02-01,20,1,1,8,0,0,1,0,0
220,True,2023-02-01,16,1,1,8,0,0,3,0,0
221,True,2023-02-01,16,1,1,8,0,0,3,0,0
222,True,2023-02-01,12,1,1,8,,3,1,0,1
223,True,2023-02-01,16,1,1,8,0,0,1,0,0
224,True,2023-02-01,16,1,1,8,0,0,3,0,0
225,True,2023-02-01,16,1,1,8,0,0,3,0,0
226,True,2023-02-01,16,1,1,8,0,0,3,0,0
227,True,2023-02-01,12,1,1,8,0,0,1,0,0
228,True,2023-02-01,5,1,1,8,0,0,3,0,0
229,True,2023-02-01,5,1,1,8,0,0,3,0,0
230,True,2023-02-01,7,1,1,8,19,6,3,3,1
231,True,2023-02-01,7,1,1,8,15,4,3,0,1
232,True,2023-02-01,12,1,1,8,0,0,3,0,0
233,True,2023-02-01,7,1,1,8,15,4,1,0,1
234,True,2023-02-01,7,1,1,8,0,0,3,0,0
235,True,2023-02-01,7,1,1,8,1,1,3,0,1
236,True,2023-02-01,7,1,1,8,15,4,3,0,1
237,True,2023-02-01,7,1,1,8,19,6,3,3,1
238,True,2023-02-01,7,1,1,8,19,6,1,3,1
239,True,2023-02-01,7,1,1,8,15,4,1,0,1
240,True,2023-02-01,7,1,1,8,15,4,3,0,1
241,True,2023-02-01,7,1,1,8,15,4,1,0,1
242,True,2023-02-01,7,1,1,8,19,6,3,3,1
243,True,2023-02-01,7,1,1,8,15,4,3,0,1
244,True,2023-02-01,7,1,1,8,19,6,3,3,1
245,True,2023-02-01,7,1,1,8,19,6,1,3,1
246,True,2023-02-01,7,1,1,8,19,6,1,3,1
247,True,2023-02-01,7,1,1,8,15,4,3,0,1
248,True,2023-02-01,7,1,1,8,19,6,1,3,1
249,True,2023-02-01,7,1,1,8,0,0,3,0,0
250,True,2023-02-01,7,1,1,8,19,6,3,3,1
251,True,2023-02-01,7,1,1,8,15,4,1,0,1
252,True,2023-02-01,7,1,1,8,19,6,1,3,1
253,True,2023-02-01,7,1,1,8,0,0,3,0,0
254,True,2023-02-01,7,1,1,8,15,4,1,0,1
255,True,2023-02-01,19,1,1,8,0,0,3,0,0
256,True,2023-02-01,19,2,1,8,82,15,3,3,1
257,True,2023-02-01,19,1,1,8,0,0,3,0,0
258,True,2023-02-01,19,1,1,8,0,0,3,0,0
259,True,2023-02-01,9,2,1,8,82,15,3,3,1
260,True,2023-02-01,9,1,1,8,82,15,3,3,1
261,True,2023-02-01,9,2,1,8,82,15,3,3,1
262,True,2023-02-01,8,1,1,8,0,0,3,0,0
263,True,2023-02-01,8,1,1,8,19,6,3,3,1
264,True,2023-02-01,12,1,1,8,0,0,1,0,0
265,True,2023-02-01,8,1,1,8,0,0,3,0,0
266,True,2023-02-01,8,1,1,8,15,4,3,0,1
267,True,2023-02-01,8,1,1,8,0,0,3,0,0
268,True,2023-02-01,8,1,1,8,0,0,3,0,0
269,True,2023-02-01,8,1,1,8,0,0,3,0,0
270,True,2023-02-01,12,1,1,8,0,0,1,0,0
271,True,2023-02-01,8,1,1,8,0,0,3,0,0
272,True,2023-02-01,8,1,1,8,0,0,3,0,0
273,True,2023-02-01,8,1,1,8,5,1,3,0,1
274,True,2023-02-01,8,1,99,8,19,6,3,3,1
275,True,2023-02-01,8,2,99,8,90,0,3,0,6
276,True,2023-02-01,8,1,99,8,0,0,1,0,0
277,True,2023-02-01,8,1,99,8,,0,3,0,6
278,True,2023-02-01,8,1,1,8,,0,3,0,6
279,True,2023-02-01,8,1,99,8,,0,3,0,6
280,True,2023-02-01,8,1,99,8,92,0,3,0,6
281,True,2023-02-01,8,2,99,8,19,6,3,3,1
282,True,2023-02-01,8,1,99,8,19,6,3,3,1
283,True,2023-02-01,8,1,1,8,2,1,3,0,1
284,True,2023-02-01,8,1,99,8,56,12,3,0,4
285,True,2023-02-01,8,1,1,8,,0,3,0,6
286,True,2023-02-01,8,1,99,8,88,0,3,0,6
287,True,2023-02-01,8,1,1,8,,0,3,0,6
288,True,2023-02-01,8,1,99,8,56,12,3,0,4
289,True,2023-02-01,8,1,99,8,,0,3,0,6
290,True,2023-02-01,8,1,1,8,85,17,3,4,1
291,True,2023-02-01,8,1,99,8,19,6,3,3,1
292,True,2023-02-01,8,1,99,8,56,12,3,0,4
293,True,2023-02-01,8,1,99,8,,0,3,0,6
294,True,2023-02-01,8,1,99,8,1,1,3,0,1
295,True,2023-02-01,8,1,99,8,,0,3,0,6
296,True,2023-02-01,8,1,1,8,90,0,3,0,6
297,True,2023-02-01,8,1,99,8,85,17,3,4,1
298,True,2023-02-01,3,1,1,8,,0,3,0,6
299,True,2023-02-01,3,2,1,8,0,0,3,0,0
300,True,2023-02-01,12,1,1,8,5,1,1,0,1
301,True,2023-02-01,3,1,1,8,0,0,1,0,0
302,True,2023-02-01,3,1,1,8,0,0,3,0,0
303,True,2023-02-01,8,1,99,8,56,12,3,0,4
304,True,2023-02-01,4,1,1,8,0,0,3,0,0
305,True,2023-02-01,4,1,1,8,0,0,3,0,0
306,True,2023-02-01,4,1,1,8,0,0,3,0,0
307,True,2023-02-01,4,1,1,8,87,0,3,0,6
308,True,2023-02-01,4,1,1,8,0,0,3,0,0
309,True,2023-02-01,4,1,1,8,0,0,3,0,0
310,True,2023-02-01,4,1,1,8,0,0,3,0,0
311,True,2023-02-01,4,1,1,8,0,0,3,0,0
312,True,2023-02-01,4,2,1,8,82,15,3,3,1
313,True,2023-02-01,4,1,1,8,56,12,3,0,4
314,True,2023-02-01,4,1,1,8,0,0,3,0,0
315,True,2023-02-01,4,1,1,8,0,0,3,0,0
316,True,2023-02-01,4,1,1,8,0,0,3,0,0
317,True,2023-02-01,4,1,1,8,7,2,3,0,1
318,True,2023-02-01,4,1,1,8,0,0,3,0,0
319,True,2023-02-01,4,1,1,8,0,0,3,0,0
320,True,2023-02-01,22,1,1,8,0,0,3,0,0
321,True,2023-02-01,22,1,99,8,0,0,3,0,0
322,True,2023-02-01,12,1,1,8,,3,3,0,1
323,True,2023-02-01,22,1,1,8,0,0,3,0,0
324,True,2023-02-01,22,1,1,8,0,0,3,0,0
325,True,2023-02-01,22,1,1,8,0,0,3,0,0
326,True,2023-02-01,22,1,1,8,0,0,3,0,0
327,True,2023-02-01,22,1,1,8,0,0,3,0,0
328,True,2023-02-01,12,1,1,8,0,0,1,0,0
329,True,2023-02-01,12,1,1,8,,3,1,0,1
330,True,2023-02-01,18,1,1,8,,3,3,0,1
331,True,2023-02-01,18,1,1,8,,0,3,0,6
332,True,2023-02-01,18,1,1,8,88,0,3,0,6
333,True,2023-02-01,18,1,1,8,1,1,1,0,1
334,True,2023-02-01,18,1,1,8,1,1,1,0,1
335,True,2023-02-01,18,1,1,8,49,11,3,0,3
336,True,2023-02-01,18,1,1,8,,0,3,0,6
337,True,2023-02-01,18,1,1,8,1,1,1,0,1
338,True,2023-02-01,18,1,1,8,1,1,1,0,1
339,True,2023-02-01,18,2,1,8,0,0,3,0,0
340,True,2023-02-01,12,1,1,8,0,0,3,0,0
341,True,2023-02-01,12,1,1,8,0,0,1,0,0
342,True,2023-02-01,12,1,1,8,0,0,1,0,0
343,True,2023-02-01,12,1,1,8,0,0,1,0,0
344,True,2023-02-01,10,1,1,8,0,0,3,0,0
345,True,2023-02-01,12,1,1,8,0,0,3,0,0
346,True,2023-02-01,1,2,1,8,82,15,1,3,1
347,True,2023-02-01,1,1,1,8,0,0,1,0,0
348,True,2023-02-01,1,2,1,8,70,13,3,0,5
349,True,2023-02-01,1,1,1,8,69,13,1,0,5
350,True,2023-02-01,1,1,1,8,82,15,1,3,1
351,True,2023-02-01,1,2,1,8,0,0,3,0,0
352,True,2023-02-01,1,2,1,8,77,13,1,0,5
353,True,2023-02-01,1,1,1,8,89,23,3,0,7
354,True,2023-02-01,1,1,1,8,0,0,3,0,0
355,True,2023-02-01,8,1,99,8,,3,3,0,1
356,True,2023-02-01,12,1,1,8,0,0,1,0,0
357,True,2023-02-01,12,1,1,8,0,0,3,0,0
358,True,2023-02-01,1,2,1,8,70,13,3,0,5
359,True,2023-02-01,1,1,1,8,85,17,3,4,1
360,True,2023-02-01,1,1,1,8,0,0,1,0,0
361,True,2023-02-01,1,2,1,8,85,17,1,4,1
362,True,2023-02-01,12,1,1,8,0,0,1,0,0
363,True,2023-02-01,12,1,1,8,0,0,1,0,0
364,True,2023-02-01,1,2,1,8,89,23,3,0,7
365,True,2023-02-01,12,1,1,8,0,0,3,0,0
366,True,2023-02-01,8,1,99,8,0,0,3,0,0
367,True,2023-02-01,1,2,1,8,70,13,3,0,5
368,True,2023-02-01,1,1,1,8,0,0,3,0,0
369,True,2023-02-01,1,1,1,8,0,0,1,0,0
370,True,2023-02-01,1,1,1,8,19,6,3,3,1
371,True,2023-02-01,1,2,1,8,0,0,3,0,0
372,True,2023-02-01,8,1,99,8,1,1,3,0,1
373,True,2023-02-01,1,1,1,8,69,13,3,0,5
374,True,2023-02-01,1,2,1,8,77,13,1,0,5
375,True,2023-02-01,1,2,1,8,85,17,1,4,1
376,True,2023-02-01,1,2,1,8,70,13,1,0,5
377,True,2023-02-01,1,1,4,8,70,13,1,0,5
378,True,2023-02-01,1,2,1,8,70,13,1,0,5
379,True,2023-02-01,1,2,99,8,70,13,1,0,5
380,True,2023-02-01,1,2,99,8,70,13,3,0,5
381,True,2023-02-01,1,1,1,8,0,0,3,0,0
382,True,2023-02-01,1,2,1,8,89,23,3,0,7
383,True,2023-02-01,1,2,1,8,85,17,3,4,1
384,True,2023-02-01,1,2,1,8,0,0,3,0,0
385,True,2023-02-01,1,1,1,8,0,0,3,0,0
386,True,2023-02-01,1,1,1,8,70,13,1,0,5
387,True,2023-02-01,1,1,1,8,82,15,3,3,1
388,True,2023-02-01,1,1,1,8,0,0,3,0,0
389,True,2023-02-01,1,2,1,8,77,13,3,0,5
390,True,2023-02-01,1,1,1,8,89,23,3,0,7
391,True,2023-02-01,1,1,1,8,85,17,3,4,1
392,True,2023-02-01,1,2,1,8,70,13,3,0,5
393,True,2023-02-01,1,2,1,8,70,13,1,0,5
394,True,2023-02-01,1,1,1,8,0,0,1,0,0
395,True,2023-02-01,1,2,1,8,77,13,3,0,5
396,True,2023-02-01,1,1,1,8,70,13,3,0,5
397,True,2023-02-01,1,2,99,8,77,13,3,0,5
398,True,2023-02-01,1,1,4,8,70,13,3,0,5
399,True,2023-02-01,1,1,1,8,89,23,3,0,7
400,True,2023-02-01,1,1,1,8,0,0,3,0,0
401,True,2023-02-01,1,1,1,8,0,0,3,0,0
402,True,2023-02-01,1,2,1,8,77,13,3,0,5
403,True,2023-02-01,1,2,99,8,77,13,1,0,5
404,True,2023-02-01,1,2,1,8,85,17,3,4,1
405,True,2023-02-01,1,1,1,8,0,0,3,0,0
406,True,2023-02-01,1,2,1,8,70,13,3,0,5
407,True,2023-02-01,1,1,1,8,89,23,3,0,7
408,True,2023-02-01,1,2,1,8,70,13,1,0,5
409,True,2023-02-01,1,2,1,8,70,13,3,0,5
410,True,2023-02-01,1,2,1,8,70,13,1,0,5
411,True,2023-02-01,8,1,99,8,56,12,3,0,4
412,True,2023-02-01,8,1,99,8,92,0,3,0,6
413,True,2023-02-01,1,2,1,8,70,13,1,0,5
414,True,2023-02-01,1,2,1,8,77,13,1,0,5
415,True,2023-02-01,1,1,1,8,0,0,1,0,0
416,True,2023-02-01,1,1,1,8,0,0,3,0,0
417,True,2023-02-01,1,2,1,8,77,13,3,0,5
418,True,2023-02-01,1,2,1,8,70,13,1,0,5
419,True,2023-02-01,1,2,1,8,70,13,3,0,5
420,True,2023-02-01,1,2,1,8,77,13,1,0,5
421,True,2023-03-01,11,1,1,8,0,0,3,0,0
422,True,2023-03-01,23,1,1,8,0,0,3,0,0
423,True,2023-03-01,23,1,1,8,0,0,3,0,0
424,True,2023-03-01,23,1,1,8,0,0,3,0,0
425,True,2023-03-01,23,1,1,8,0,0,3,0,0
426,True,2023-03-01,23,1,1,8,0,0,3,0,0
427,True,2023-03-01,20,1,1,8,49,11,3,0,3
428,True,2023-03-01,20,1,1,8,47,11,3,0,3
429,True,2023-03-01,12,1,1,8,0,0,1,0,0
430,True,2023-03-01,20,1,1,8,0,0,1,0,0
431,True,2023-03-01,20,1,1,8,0,0,1,0,0
432,True,2023-03-01,20,1,1,8,0,0,1,0,0
433,True,2023-03-01,20,1,1,8,0,0,1,0,0
434,True,2023-03-01,16,1,1,8,0,0,1,0,0
435,True,2023-03-01,16,1,1,8,0,0,3,0,0
436,True,2023-03-01,16,1,1,8,0,0,1,0,0
437,True,2023-03-01,12,1,1,8,,3,3,0,1
438,True,2023-03-01,12,1,1,8,,3,3,0,1
439,True,2023-03-01,9,1,1,8,90,0,1,0,6
440,True,2023-03-01,9,1,1,8,,0,3,0,6
441,True,2023-03-01,8,2,99,8,56,12,3,0,4
442,True,2023-03-01,8,1,99,8,85,17,3,4,1
443,True,2023-03-01,8,1,99,8,83,16,3,3,1
444,True,2023-03-01,8,1,99,8,0,0,3,0,0
445,True,2023-03-01,8,1,99,8,0,0,3,0,0
446,True,2023-03-01,8,1,99,8,56,12,3,0,4
447,True,2023-03-01,8,1,99,8,,0,3,0,6
448,True,2023-03-01,8,1,99,8,0,0,3,0,0
449,True,2023-03-01,4,1,1,8,0,0,3,0,0
450,True,2023-03-01,4,1,1,8,0,0,3,0,0
451,True,2023-03-01,4,1,1,8,0,0,3,0,0
452,True,2023-03-01,4,1,1,8,0,0,3,0,0
453,True,2023-03-01,4,1,1,8,7,2,3,0,1
454,True,2023-03-01,4,1,1,8,0,0,1,0,0
455,True,2023-03-01,4,1,1,8,0,0,3,0,0
456,True,2023-03-01,4,1,1,8,0,0,3,0,0
457,True,2023-03-01,4,1,1,8,0,0,1,0,0
458,True,2023-03-01,4,1,1,8,0,0,3,0,0
459,True,2023-03-01,4,1,1,8,0,0,3,0,0
460,True,2023-03-01,4,2,1,8,0,0,3,0,0
461,True,2023-03-01,4,2,1,8,82,15,3,3,1
462,True,2023-03-01,4,1,1,8,0,0,3,0,0
463,True,2023-03-01,4,1,1,8,0,0,3,0,0
464,True,2023-03-01,4,1,1,8,,3,3,0,1
465,True,2023-03-01,22,1,1,8,0,0,3,0,0
466,True,2023-03-01,22,1,1,8,0,0,1,0,0
467,True,2023-03-01,12,1,1,8,0,0,3,0,0
468,True,2023-03-01,22,1,1,8,0,0,1,0,0
469,True,2023-03-01,22,1,99,8,0,0,3,0,0
470,True,2023-03-01,22,1,1,8,0,0,1,0,0
471,True,2023-03-01,12,1,1,8,0,0,3,0,0
472,True,2023-03-01,12,1,1,8,17,5,3,3,1
473,True,2023-03-01,18,1,1,8,,0,3,0,6
474,True,2023-03-01,18,1,1,8,,0,1,0,6
475,True,2023-03-01,18,1,1,8,,0,1,0,6
476,True,2023-03-01,18,2,1,8,0,0,3,0,0
477,True,2023-03-01,18,1,1,8,0,0,3,0,0
478,True,2023-03-01,18,1,1,8,0,0,3,0,0
479,True,2023-03-01,8,1,99,8,82,15,3,3,1
480,True,2023-03-01,1,2,1,8,0,0,3,0,0
481,True,2023-03-01,1,1,1,8,89,23,3,0,7
