id,nombre
1,Sede Alta Verapaz
2,Sede Central
3,Sede Chimaltenango
4,Sede Departamental De Suchitepequez
5,Sede Escuintla
6,Sede Jutiapa
7,Sede Quetzaltenango
8,Sub Sede Centro Regional De Justicia De Occidente
9,Sub Sede Complejo Judicial Escuintla
10,Sub Sede Cuilapa Santa Rosa
11,Sub Sede Departamental De Totonicapan
12,Sub Sede San Pedro Carcha
13,Subsede Baja Verapaz
14,Subsede Departamental De Antigua Guatemala
15,Subsede Departamental De Jalapa
